,Title,Projects,Authors,Stars
660,Arduino,blynk-library,blynkkk,3800
661,Arduino,blinker-library,blinker-iot,3800
662,Arduino,TFT_eSPI,Bodmer,3600
663,Arduino,nerd,NerdLang,3600
664,Arduino,OpenMQTTGateway,1technophile,3500
665,Arduino,OpenCat,PetoiCamp,3500
666,Arduino,splitflap,scottbez1,3200
667,Arduino,IRremoteESP8266,crankyoldgit,2900
668,Arduino,OpenBot,isl-org,2800
669,Arduino,Arduino_Core_STM32,stm32duino,2800
670,Arduino,audio-reactive-led-strip,scottlawsonbc,2700
671,Arduino,ESP32-BLE-Keyboard,T-vK,2300
672,Arduino,RF24,nRF24,2200
673,Arduino,arduino-ide,arduino,2200
674,Arduino,cartreader,sanni,2100
675,Arduino,WiFiDuck,SpacehuhnTech,2000
676,Arduino,lucidgloves,LucidVR,2000
677,Arduino,ESP8266Audio,earlephilhower,2000
678,Arduino,Arduino-FOC,simplefoc,2000
679,Arduino,esp8266-oled-ssd1306,ThingPulse,2000
680,Arduino,arduino-pico,earlephilhower,1900
681,Arduino,TinyGSM,vshymanskyy,1900
682,Arduino,Watchy,sqfmi,1900
683,Arduino,ggwave,ggerganov,1900
684,Arduino,gaggiuino,Zer0-bit,1900
685,Arduino,ESP3D,luc-github,1700
686,Arduino,ESP32-Paxcounter,cyberman54,1700
687,Arduino,WS2812FX,kitesurfer1404,1600
688,Arduino,arduino_midi_library,FortySevenEffects,1600
689,Arduino,ATTinyCore,SpenceKonde,1600
690,Arduino,Wi-PWN,samdenty,1500
691,Arduino,Arduino-HomeKit-ESP8266,Mixiaoxiao,1500
692,Arduino,RadioLib,jgromes,1500
693,Arduino,Sming,SmingHub,1500
694,Arduino,Arduino,RobTillaart,1400
695,Arduino,arduino-audio-tools,pschatzmann,1400
696,Arduino,Attiny85,MTK911,1400
697,Arduino,homie-esp8266,homieiot,1400
698,Arduino,MySensors,mysensors,1300
699,Arduino,NightDriverStrip,PlummersSoftwareLLC,1300
700,Arduino,e-Paper,waveshareteam,1300
701,Arduino,wifi_ducky,spacehuhn,1300
702,Arduino,avr-hal,Rahix,1300
703,Arduino,noduino,sbstjn,1200
704,Arduino,TaskScheduler,arkhipenko,1200
705,Arduino,Control-Surface,tttapa,1200
706,Arduino,NeoPixelBus,Makuna,1200
707,Arduino,GUIslice,ImpulseAdventure,1200
708,Arduino,Universal-Arduino-Telegram-Bot,witnessmenow,1100
709,Arduino,diy-thermocam,maxritter,1100
710,Arduino,Brutal,screetsec,1100
711,Arduino,duino-coin,revoxhere,1100
712,Arduino,ferret,nakkaya,1100
713,Arduino,esp8266-weather-station,ThingPulse,1100
714,Arduino,device-os,particle-iot,1100
715,Arduino,EtherCard,njh,1000
716,Arduino,awesome-esp,agucova,1000
717,Arduino,dRehmFlight,nickrehm,1000
718,Arduino,arduino-mqtt,256dpi,1000
719,Arduino,sitewhere,sitewhere,1000
720,ASP.NET,server,bitwarden,15100
721,ASP.NET,abp,abpframework,12700
722,ASP.NET,AspNetCore.Docs,dotnet,12500
723,ASP.NET,aspnetboilerplate,aspnetboilerplate,11800
724,ASP.NET,nopCommerce,nopSolutions,9200
725,ASP.NET,Electron.NET,ElectronNET,7200
726,ASP.NET,clean-code-dotnet,thangchung,7000
727,ASP.NET,NSwag,RicoSuter,6700
728,ASP.NET,FastEndpoints,FastEndpoints,4400
729,ASP.NET,aspnet-api-versioning,dotnet,3000
730,ASP.NET,Awesome-Microservices-DotNet,mjebrahimi,2700
731,ASP.NET,SmartStoreNET,smartstore,2600
732,ASP.NET,BaGet,loic-sharma,2600
733,ASP.NET,Serenity,serenity-is,2600
734,ASP.NET,ImageProcessor,JimBobSquarePants,2500
735,ASP.NET,DotNet-Developer-Roadmap,milanm,1800
736,ASP.NET,aspnetcore-angular-universal,TrilonIO,1500
737,ASP.NET,csla,MarimerLLC,1200
738,ASP.NET,aspnetcore-Vue-starter,TrilonIO,1200
739,ASP.NET,Smartstore,smartstore,1200
740,ASP.NET,SharPyShell,antonioCoco,889
741,ASP.NET,dotvvm,riganti,742
742,ASP.NET,JsonApiDotNetCore,json-api-dotnet,671
743,ASP.NET,aspnet-core-3-jwt-authentication-api,cornflourblue,638
744,ASP.NET,Flunt,andrebaltieri,623
745,ASP.NET,BlazorTable,IvanJosipovic,539
746,ASP.NET,Gofer.NET,brthor,538
747,ASP.NET,YAFNET,YAFNET,516
748,ASP.NET,aspnet-core-identity,chsakell,498
749,ASP.NET,mvcarchitecture,chsakell,497
750,ASP.NET,dotnet-api-boilerplate,yanpitangui,494
751,ASP.NET,razor,dotnet,489
752,ASP.NET,WebMarkupMin,Taritsyn,445
753,ASP.NET,SapphireDb,SapphireDb,402
754,ASP.NET,rrod,Maarten88,383
755,ASP.NET,Examine,Shazwazza,373
756,ASP.NET,Plotly.Blazor,LayTec-AG,342
757,ASP.NET,aspnetcore-vueclimiddleware,EEParker,337
758,ASP.NET,Mockaco,natenho,331
759,ASP.NET,NLog.Web,NLog,316
760,ASP.NET,electron.net-api-demos,ElectronNET,312
761,ASP.NET,datatables.aspnet,ALMMa,301
762,ASP.NET,aspnet-core-jwt-authentication-api,cornflourblue,275
763,ASP.NET,Identity.Dapper,grandchamp,267
764,ASP.NET,OpenTouryo,OpenTouryoProject,240
765,ASP.NET,run-aspnet-identityserver4,aspnetrun,236
766,ASP.NET,AspNetCore.Identity.MongoDB,tugberkugurlu,229
767,ASP.NET,eisk.webapi,EISK,224
768,ASP.NET,react-core-boilerplate,NickMaev,220
769,ASP.NET,Articulate,Shazwazza,211
770,ASP.NET,dotNetify-react-template,dsuryd,205
771,ASP.NET,btk-akademi-aspnet-core-web-api,zcomert,204
772,ASP.NET,auth0-aspnetcore-webapi-samples,auth0-samples,190
773,ASP.NET,listrr,TheUltimateC0der,188
774,ASP.NET,ng2-signalr,HNeukermans,175
775,ASP.NET,XPO,DevExpress,160
776,ASP.NET,MSBuild.SDK.SystemWeb,CZEMacLeod,156
777,ASP.NET,serene,serenity-is,156
778,ASP.NET,MultiTenancyServer,MultiTenancyServer,153
779,ASP.NET,auth0-aspnetcore-mvc-samples,auth0-samples,151
780,ASP.NET,mvcdonutcaching,moonpyk,142
781,ASP.NET,fileuploader,innostudio,141
782,ASP.NET,simple_aspnet_auth,matthewblott,140
783,ASP.NET,Cropper.Blazor,CropperBlazor,129
784,ASP.NET,Huxley,jpsingleton,129
785,ASP.NET,raygun4net,MindscapeHQ,123
786,ASP.NET,run-aspnet-grpc,aspnetrun,118
787,ASP.NET,postgresql-dotnet-core,jasonsturges,115
788,ASP.NET,aspnetcore-Vue-starter-signalR,elucidsoft,108
789,ASP.NET,mysql-dotnet-core,jasonsturges,108
790,ASP.NET,identityazuretable,dlmelendez,104
791,ASP.NET,TrainTicket-And-Validation,gabrieldim,101
792,ASP.NET,configuration-service,jamespratt,99
793,ASP.NET,bootstrap-aspnetcore-starter,DevExpress,81
794,ASP.NET,CoreHome,lixinyang123,80
795,ASP.NET,passwordless-server,bitwarden,79
796,ASP.NET,riskfirst.hateoas,riskfirst,78
797,ASP.NET,aspnet-core-3-basic-authentication-api,cornflourblue,74
798,ASP.NET,abp-ng-zorro,rqx110,73
799,ASP.NET,XAF_Security_E4908,DevExpress-Examples,73
800,Awesome Lists,awesome,sindresorhus,322000
801,Awesome Lists,awesome-python,vinta,217000
802,Awesome Lists,awesome-selfhosted,awesome-selfhosted,193000
803,Awesome Lists,the-book-of-secret-knowledge,trimstray,142000
804,Awesome Lists,awesome-go,avelino,128000
805,Awesome Lists,HelloGitHub,521xueweihan,89900
806,Awesome Lists,papers-we-love,papers-we-love,86500
807,Awesome Lists,Awesome-Hacking,Hack-with-Github,82200
808,Awesome Lists,awesome-mac,jaywcjlove,74500
809,Awesome Lists,awesome-interview-questions,DopplerHQ,70100
810,Awesome Lists,awesome-for-beginners,MunGell,67300
811,Awesome Lists,awesome-react,enaqx,64200
812,Awesome Lists,awesome-cpp,fffaraz,58400
813,Awesome Lists,awesome-scalability,binhnguyennus,57900
814,Awesome Lists,awesome-nodejs,sindresorhus,57700
815,Awesome Lists,awesome-courses,prakhar1989,56300
816,Awesome Lists,awesome-flutter,Solido,52800
817,Awesome Lists,awesome-android-ui,wasabeef,50200
818,Awesome Lists,github-cheat-sheet,tiimgreen,47300
819,Awesome Lists,awesome-ios,vsouza,46800
820,Awesome Lists,awesome-rust,rust-unofficial,45600
821,Awesome Lists,frontend-dev-bookmarks,dypsilon,42100
822,Awesome Lists,open-source-ios-apps,dkhamsing,41900
823,Awesome Lists,awesome-react-components,brillout,41800
824,Awesome Lists,awesome-java,akullpp,41200
825,Awesome Lists,open-source-mac-os-apps,serhii-londar,40900
826,Awesome Lists,awesome-design-patterns,DovAmir,38800
827,Awesome Lists,awesome-compose,docker,33300
828,Awesome Lists,Awesome-Design-Tools,goabstract,33100
829,Awesome Lists,awesome-shell,alebcay,32500
830,Awesome Lists,awesome-php,ziadoz,30800
831,Awesome Lists,awesome-docker,veggiemonk,29700
832,Awesome Lists,awesome-remote-job,lukasz-madon,29000
833,Awesome Lists,awesome-macos-command-line,herrbischoff,28800
834,Awesome Lists,Awesome,Awesome-Windows,28700
835,Awesome Lists,weekly,ascoders,28300
836,Awesome Lists,css-protips,AllThingsSmitty,28100
837,Awesome Lists,Tvlist-awesome-m3u-m3u8,imDazui,26000
838,Awesome Lists,awesome-electron,sindresorhus,25700
839,Awesome Lists,awesome-cto,kuchin,25600
840,Awesome Lists,Free-Certifications,cloudcommunity,25400
841,Awesome Lists,go-patterns,tmrts,24900
842,Awesome Lists,awesome-vscode,viatsko,24800
843,Awesome Lists,awesome-actions,sdras,24700
844,Awesome Lists,awesome-swift,matteocrippa,24700
845,Awesome Lists,awesome-sysadmin,awesome-foss,24400
846,Awesome Lists,awesome-github-profile-readme,abhisheknaiidu,23900
847,Awesome Lists,awesome-falsehood,kdeldycke,23600
848,Awesome Lists,awesome-deep-learning,ChristosChristofidis,23500
849,Awesome Lists,Awesome-CV,posquit0,22700
850,Awesome Lists,awesome-spider,facert,22200
851,Awesome Lists,awesome-pentest,enaqx,21300
852,Awesome Lists,config,nikitavoloboev,20500
853,Awesome Lists,SpaceVim,SpaceVim,20200
854,Awesome Lists,awesome-dotnet-core,thangchung,19800
855,Awesome Lists,500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,ashishpatel26,19400
856,Awesome Lists,Interview_Question_for_Beginner,JaeYeopHan,19400
857,Awesome Lists,HarmonyOS,Awesome-HarmonyOS,19300
858,Awesome Lists,awesome-dotnet,quozd,19000
859,Awesome Lists,awesome-flipperzero,djsime1,18100
860,Awesome Lists,awesome-readme,matiassingers,17800
861,Awesome Lists,awesome-free-chatgpt,LiLittleCat,17600
862,Awesome Lists,awesome-quant,wilsonfreitas,17500
863,Awesome Lists,A-to-Z-Resources-for-Students,dipakkr,17300
864,Awesome Lists,awesome-production-machine-learning,EthicalML,17300
865,Awesome Lists,awesome-design-systems,alexpate,17100
866,Awesome Lists,spellbook-of-modern-webdev,dexteryy,16900
867,Awesome Lists,dashy,Lissy93,16800
868,Awesome Lists,vim-galore,mhinz,16700
869,Awesome Lists,GoBooks,dariubs,16700
870,Awesome Lists,personal-security-checklist,Lissy93,16600
871,Awesome Lists,awesome-system-design-resources,ashishps1,16600
872,Awesome Lists,awesome-nlp,keon,16400
873,Awesome Lists,awesome-oss-alternatives,RunaCapital,16400
874,Awesome Lists,awesome-macOS,iCHAIT,15800
875,Awesome Lists,awesome-design,gztchan,15500
876,Awesome Lists,awesome-neovim,rockerBOO,15400
877,Awesome Lists,Machine-Learning-Tutorials,ujjwalkarn,15300
878,Awesome Lists,Awesome-pytorch-list,bharathgs,15300
879,Awesome Lists,awesome-zsh-plugins,unixorn,15100
880,Amazon Web Services,devops-exercises,bregman-arie,65700
881,Amazon Web Services,system-design-101,ByteByteGoHq,62600
882,Amazon Web Services,localstack,localstack,53600
883,Amazon Web Services,serverless,serverless,46400
884,Amazon Web Services,data-science-ipython-notebooks,donnemartin,27000
885,Amazon Web Services,sst,sst,21300
886,Amazon Web Services,pulumi,pulumi,20800
887,Amazon Web Services,sops,getsops,16200
888,Amazon Web Services,kubespray,kubernetes-sigs,15800
889,Amazon Web Services,aws-cli,aws,15300
890,Amazon Web Services,awesome-kubernetes,ramitsurana,14900
891,Amazon Web Services,caprover,caprover,12900
892,Amazon Web Services,awesome-aws,donnemartin,12300
893,Amazon Web Services,terraformer,GoogleCloudPlatform,12300
894,Amazon Web Services,DevOps-Roadmap,milanm,11600
895,Amazon Web Services,aws-cdk,aws,11500
896,Amazon Web Services,phidata,phidatahq,11100
897,Amazon Web Services,infracost,infracost,10800
898,Amazon Web Services,cas,apereo,10800
899,Amazon Web Services,chalice,aws,10600
900,Amazon Web Services,prowler,prowler-cloud,10500
901,Amazon Web Services,amazon-sagemaker-examples,aws,9900
902,Amazon Web Services,terraform-provider-aws,hashicorp,9700
903,Amazon Web Services,go-cloud,google,9500
904,Amazon Web Services,amplify-js,aws-amplify,9400
905,Amazon Web Services,aws-doc-sdk-examples,awsdocs,9400
906,Amazon Web Services,docker-android,budtmo,9300
907,Amazon Web Services,serverless-application-model,aws,9300
908,Amazon Web Services,boto3,boto,8900
909,Amazon Web Services,up,apex,8800
910,Amazon Web Services,aws-sdk-go,aws,8600
911,Amazon Web Services,devops-resources,bregman-arie,8500
912,Amazon Web Services,aws-vault,99designs,8400
913,Amazon Web Services,ansible-for-devops,geerlingguy,8300
914,Amazon Web Services,metaflow,Netflix,8000
915,Amazon Web Services,terragrunt,gruntwork-io,7900
916,Amazon Web Services,artillery,artilleryio,7900
917,Amazon Web Services,aws-sdk-js,aws,7600
918,Amazon Web Services,moto,getmoto,7600
919,Amazon Web Services,external-dns,kubernetes-sigs,7600
920,Amazon Web Services,terratest,gruntwork-io,7400
921,Amazon Web Services,midway,midwayjs,7300
922,Amazon Web Services,webiny-js,webiny,7300
923,Amazon Web Services,aws-shell,awslabs,7200
924,Amazon Web Services,checkov,bridgecrewio,6800
925,Amazon Web Services,steampipe,turbot,6800
926,Amazon Web Services,tfsec,aquasecurity,6700
927,Amazon Web Services,ScoutSuite,nccgroup,6600
928,Amazon Web Services,aws-sam-cli,aws,6500
929,Amazon Web Services,dev-setup,donnemartin,6100
930,Amazon Web Services,cloudmapper,duo-labs,5900
931,Amazon Web Services,encore,encoredev,5900
932,Amazon Web Services,developer-handbook,apptension,5800
933,Amazon Web Services,cloudquery,cloudquery,5800
934,Amazon Web Services,aws-nuke,rebuy-de,5700
935,Amazon Web Services,docker-curriculum,prakhar1989,5600
936,Amazon Web Services,DevSecOps,sottlmarek,5600
937,Amazon Web Services,aws-lambda-power-tuning,alexcasalboni,5400
938,Amazon Web Services,cloud-custodian,cloud-custodian,5300
939,Amazon Web Services,saws,donnemartin,5200
940,Amazon Web Services,containers-roadmap,aws,5200
941,Amazon Web Services,serverless-express,CodeGenieApp,5100
942,Amazon Web Services,ec2instances.info,vantage-sh,5100
943,Amazon Web Services,opencost,opencost,5000
944,Amazon Web Services,dotnet-starter-kit,fullstackhero,5000
945,Amazon Web Services,awless,wallix,5000
946,Amazon Web Services,terrascan,tenable,4700
947,Amazon Web Services,image-super-resolution,idealo,4600
948,Amazon Web Services,gluonts,awslabs,4500
949,Amazon Web Services,learn-to-cloud,learntocloud,4500
950,Amazon Web Services,serverless-next.js,serverless-nextjs,4400
951,Amazon Web Services,mountpoint-s3,awslabs,4400
952,Amazon Web Services,terraform-aws-eks,terraform-aws-modules,4400
953,Amazon Web Services,security_monkey,Netflix,4300
954,Amazon Web Services,terraforming,dtan4,4300
955,Amazon Web Services,pacu,RhinoSecurityLabs,4300
956,Amazon Web Services,porter-archive,porter-dev,4200
957,Amazon Web Services,aws-serverless-workshops,aws-samples,4200
958,Amazon Web Services,Replibyte,Qovery,4100
959,Amazon Web Services,aws-sdk-java,aws,4100
960,Azure,devops-exercises,bregman-arie,65700
961,Azure,generative-ai-for-beginners,microsoft,61400
962,Azure,pulumi,pulumi,20800
963,Azure,recommenders,recommenders-team,18700
964,Azure,LibreChat,danny-avila,17000
965,Azure,sops,getsops,16200
966,Azure,awesome-kubernetes,ramitsurana,14900
967,Azure,azure-quickstart-templates,Azure,13900
968,Azure,caprover,caprover,12900
969,Azure,DevOps-Roadmap,milanm,11600
970,Azure,infracost,infracost,10800
971,Azure,prowler,prowler-cloud,10500
972,Azure,go-cloud,google,9500
973,Azure,computervision-recipes,microsoft,9400
974,Azure,docker-android,budtmo,9300
975,Azure,metaflow,Netflix,8000
976,Azure,azuredatastudio,microsoft,7500
977,Azure,midway,midwayjs,7300
978,Azure,clean-code-dotnet,thangchung,7000
979,Azure,formidable,node-formidable,7000
980,Azure,checkov,bridgecrewio,6800
981,Azure,steampipe,turbot,6800
982,Azure,tfsec,aquasecurity,6700
983,Azure,ScoutSuite,nccgroup,6600
984,Azure,azure-search-openai-demo,Azure-Samples,5800
985,Azure,cloudquery,cloudquery,5800
986,Azure,DevSecOps,sottlmarek,5600
987,Azure,cloud-custodian,cloud-custodian,5300
988,Azure,azure-sdk-for-net,Azure,5200
989,Azure,opencost,opencost,5000
990,Azure,SynapseML,microsoft,5000
991,Azure,autorest,Azure,4600
992,Azure,azure-sdk-for-python,Azure,4500
993,Azure,terraform-provider-azurerm,hashicorp,4500
994,Azure,learn-to-cloud,learntocloud,4500
995,Azure,azure-powershell,Azure,4200
996,Azure,grant,simov,4100
997,Azure,MachineLearningNotebooks,Azure,4100
998,Azure,azure-cli,Azure,4000
999,Azure,komiser,tailwarden,3900
1000,Azure,openapi-directory,APIs-guru,3800
1001,Azure,geekai,yangjian102621,3600
1002,Azure,automq,AutoMQ,3400
1003,Azure,cloudsploit,aquasecurity,3300
1004,Azure,Cloud-Free-Tier-Comparison,cloudcommunity,3200
1005,Azure,cyberduck,iterate-ch,3200
1006,Azure,wal-g,wal-g,3200
1007,Azure,iamlive,iann0036,3100
1008,Azure,AcademicContent,microsoft,2700
1009,Azure,SmartStoreNET,smartstore,2600
1010,Azure,BaGet,loic-sharma,2600
1011,Azure,azure-rest-api-specs,Azure,2600
1012,Azure,cloudpods,yunionio,2500
1013,Azure,polyglot,liou666,2500
1014,Azure,PowerShell,lazywinadmin,2500
1015,Azure,pgbackrest,pgbackrest,2500
1016,Azure,examples,pulumi,2300
1017,Azure,azure-sdk-for-java,Azure,2300
1018,Azure,engine,Qovery,2300
1019,Azure,terracognita,cycloidio,2200
1020,Azure,Practical.CleanArchitecture,phongnguyend,2000
1021,Azure,azure-sdk-for-js,Azure,2000
1022,Azure,bank-vaults,bank-vaults,2000
1023,Azure,spark,dotnet,2000
1024,Azure,awesome-cloud-security,4ndersonLin,2000
1025,Azure,ServiceBusExplorer,paolosalvatori,2000
1026,Azure,AutomatedLab,AutomatedLab,2000
1027,Azure,feathr,feathr-ai,2000
1028,Azure,Foundatio,FoundatioFx,2000
1029,Azure,typhoon,poseidon,1900
1030,Azure,azure-functions-host,Azure,1900
1031,Azure,architecture-center,MicrosoftDocs,1900
1032,Azure,vscode-infracost,infracost,1800
1033,Azure,azureml-examples,Azure,1700
1034,Azure,s3proxy,gaul,1700
1035,Azure,Enterprise-Scale,Azure,1700
1036,Azure,hackingthe.cloud,Hacking-the-Cloud,1600
1037,Azure,leapp,Noovolari,1600
1038,Azure,azure-sdk-for-go,Azure,1600
1039,Azure,aztfexport,Azure,1600
1040,Babel,babel,babel,43100
1041,Babel,swc,swc-project,30900
1042,Babel,nylas-mail,nylas,24800
1043,Babel,electron-react-boilerplate,electron-react-boilerplate,23100
1044,Babel,electron-vue,SimulatedGREG,15500
1045,Babel,front-end-guide,grab,15100
1046,Babel,babel-handbook,jamiebuilds,12000
1047,Babel,htm,developit,8700
1048,Babel,grommet,grommet,8300
1049,Babel,twin.macro,ben-rogerson,7900
1050,Babel,ast-grep,ast-grep,7000
1051,Babel,generator-angular-fullstack,angular-fullstack,6100
1052,Babel,astexplorer,fkling,6100
1053,Babel,documentation,documentationjs,5800
1054,Babel,nwb,insin,5600
1055,Babel,gogocode,thx,5400
1056,Babel,thinkjs,thinkjs,5300
1057,Babel,poi,egoist,5200
1058,Babel,react,duxianwei520,5000
1059,Babel,babel-loader,babel,4800
1060,Babel,create-react-library,transitive-bullshit,4800
1061,Babel,backpack,jaredpalmer,4400
1062,Babel,minify,babel,4400
1063,Babel,esbuild-loader,privatenumber,3600
1064,Babel,babel-plugin-module-resolver,tleunen,3500
1065,Babel,frr,FRRouting,3200
1066,Babel,webpack-blocks,andywer,3000
1067,Babel,babel-eslint,babel,3000
1068,Babel,express-mongoose-es6-rest-api,kunalkapadia,2900
1069,Babel,babel-plugin-macros,kentcdodds,2600
1070,Babel,react-pwa,Atyantik,2600
1071,Babel,react-course,uidotdev,2500
1072,Babel,crate,atulmy,2400
1073,Babel,react-isomorphic-starterkit,RickWong,2300
1074,Babel,webpack-encore,symfony,2200
1075,Babel,essential-react,pheuter,2000
1076,Babel,graphpack,glennreyes,2000
1077,Babel,compiled,atlassian-labs,2000
1078,Babel,babel-plugin-lodash,lodash,2000
1079,Babel,webpack-starter,wbkd,1900
1080,Babel,reactn,CharlesStover,1900
1081,Babel,react-starter-kit,bodyno,1800
1082,Babel,static-site-boilerplate,ericalli,1700
1083,Babel,serverless-webpack,serverless-heaven,1700
1084,Babel,babylon,babel,1700
1085,Babel,across-tabs,wingify,1700
1086,Babel,jsx-control-statements,AlexGilleran,1600
1087,Babel,next-boilerplate,pankod,1600
1088,Babel,vue-web-extension,Kocal,1600
1089,Babel,braid-design-system,seek-oss,1500
1090,Babel,wordless,welaika,1400
1091,Babel,gulp-babel,babel,1300
1092,Babel,babel-upgrade,babel,1300
1093,Babel,babel-plugin-root-import,entwicklerstube,1200
1094,Babel,vue3-sfc-loader,FranckFreiburger,1100
1095,Babel,babel-plugin-styled-components,styled-components,1100
1096,Babel,bili,egoist,1000
1097,Babel,tris-webpack-boilerplate,tr1s,1000
1098,Babel,custom-react-scripts,kitze,995
1099,Babel,flask-bones,cburmeister,993
1100,Babel,aquila,imranhsayed,983
1101,Babel,budgeting,ModusCreateOrg,981
1102,Babel,reactjs-tmdb-app,SKempin,943
1103,Babel,react-native-dotenv,zetachang,916
1104,Babel,babel-plugin-transform-react-remove-prop-types,oliviertassinari,897
1105,Babel,woo-next,imranhsayed,882
1106,Babel,awesome-babel,babel,864
1107,Babel,minimal-react-webpack-babel-setup,rwieruch,855
1108,Babel,react-webpack-typescript-starter,vikpe,855
1109,Babel,babel-standalone,babel,819
1110,Babel,react-things,rtivital,818
